ID DEL CENTRO,NOMBRE DEL ESTABLECIMIENTO,DIRECCIÓN DEL CENTRO,TIPO DE CENTRO,REGIONAL DE SALUD,PROVINCIA,MUNICIPIO,SECTOR,AÑO DE APERTURA,COORD. LATITUD,COORD. LONGITUD
1290,VICENTE HOSTALED,PROLONGACION INDEPENDENCIA LAS MELLIZAS,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOMA DEL COHERO 2,1984,18.4648,-69.2925
1297,BATEY JAGUAL,CALLE PRINCIPAL BATEY EL JAGUAL,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,RAMON SANTANA,BATEY JAGUAL,1984,18.4771,-69.1591
1298,BATEY SOCO,CALLE PRINCIPAL,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,RAMON SANTANA,BATEY SOCO,1984,18.4509,-69.1904
1299,BOCA DE SOCO,CALLE PRINCIPAL,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,RAMON SANTANA,BOCA DE SOCO,1984,18.4596,-69.2052
1304,SINFOROSA MARTINEZ,CALLE PRINCIPAL HONDURAS,CENTRO DE PRIMER NIVEL,VALDESIA,PERAVIA,BANI,HONDURAS,1984,18.3745,-70.4384
1306,CAYACOA,CARRETERA MELLA KM 49,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,LOS LLANOS,CAYACOA,1984,18.4833333,-69.4833333
1308,GUAYACANES,C PRINCIPAL FRENTE AL PARQUE GUAYACANES,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,GUAYACANES,GUAYACANES ZONA URBANA,1984,18.4866,-69.4573
1311,JUAN DOLIO,C LAS MARINAS JUAN DOLIO,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,GUAYACANES,JUAN DOLIO,1984,18.4266,-69.4299
1313,PUNTA PESCADORA,C FACUNDO MADRIGAL NO 8,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,PUNTA PESCADORA,1984,18.4518,-69.3198
1434,ONG UNION Y ESPERANZA,C ESPIRITUDSANTO 1 FRENTE AL PARQUE,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,EL FUNDO O PADRE SEGURA,1984,18.5519,-69.8996
1436,ESCUELA LEONCIO MANZUETA ANTIGUA SANTA CRUZ,AVENIDA HERMANAS MIRABAL KM 8 Y 1 2 ENTRE LA ESTACION DEL METRO GREGORIO LUPERON Y PENA GOMEZ,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,SOL DE LUZ 2,1984,18.5290589,-69.9078609
1534,ALDEAS INFANTILES S O S,AV OZAMA ESQ CALLE MOCA BARRIO PUERTO RICO,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,PUERTO RICO I,1984,18.516477,-69.872467
1553,CPNA LA GUAZUMA,CARRETERA PRINCIPAL LA GUAZUMA,CENTRO DE PRIMER NIVEL,HIGUAMO,MONTE PLATA,PERALVILLO,LA GUAZUMA 1,1984,18.8828395,-70.0359321
1577,CPNA POASIS,CALLE JOSE MARTI CASI ESQ AV MEXICO EDIF POASIS VILLA FRANSISCA,CENTRO DE PRIMER NIVEL,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,POASI,1984,18.4803,-69.8878
1834,CARDENAL SANCHA,CALLE CARIDAD 3 LOS ALCARRIZOS,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,LOS ALCARRIZOS,CARIDAD,1984,18.5226964,-70.0386197
399,ESCUELA FEDERICO GARCIA GODOY DISPENSARIO,CALLE JOAQUIN GOMEZ ESQUINA CABRERA NO 56,CONSULTORIO,CIBAO SUR,LA VEGA,LA VEGA,BARRIO X PARTE 2,1985,19.21962,-70.53385
651,CIENFUEGOS,C 30 CABALLERO 1 EN EL SECTOR DEL FONDO DE LA BOTELLA BARRIO CIEN FUEGO,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO,CIENFUEGOS CENTRO,1985,19.4809,-70.744
658,CENTRO DE CORRECCION Y REHABILITACION RAFEY HOMBRES,CALLLE PRINCIPAL DESPUES DE LA PLANTA DE TRATAMIENTO DE CORAASAN EN RAFEY,CONSULTORIO,CIBAO NORTE,SANTIAGO,SANTIAGO,RAFEY 1,1985,19.4648649,-70.7254486
690,FERNANDO VALERIO,C CAPOTILLO ESQ PRIAMO FRANCO 86 LA JOYA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO,LA JOYA 1,1985,19.4555,-70.7142
741,BAITOA,AV DUARTE  CONTINUACION CSANTIAGO BAITOA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO,BAITOA,1985,19.3293,-70.69688
1179,RANCHO LA GUARDIA,CALLE LA CLINICA,CENTRO DE PRIMER NIVEL,EL VALLE,ELIAS PIÑA,HONDO VALLE,RANCHO LA GUARDIA,1985,18.7153,-71.6626
1394,LIBERTADOR DE HERRERA,CALLE PRIMERA NO 72 LIBERTADOR DE HERRERA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,EL LIBERTADOR ,1985,18.5696202,-70.1059896
1454,SAN JUAN BAUTISTA,CALLE RESPALDO MARIA MONTES 55 LA ZURZA,CENTRO DE PRIMER NIVEL,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,ZURZA 8,1985,18.51,-69.91
1567,CPNA DAVID SANTIAGO,RESIDENCIAL AMELIA SAN ISIDRO,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,RES. CD KOLOSA 2,1985,18.5282,-69.7798
14,DR FRANCISCO VICENTE CASTRO SANDOVAL,C SAN ANDRES 100 DESPUES DE LA MARIN A  ANTES DE LLEGAR AL MEGAP UERTO,HOSPITAL ALTA COMPLEJIDAD,OZAMA,SANTO DOMINGO,BOCA CHICA,MIRAMAR ,1986,18.4484882,-69.6404203
45,YAGUATE,C ENRIQUILLO 80 YAGUATE SAN CRISTOBAL,HOSPITAL MEDIANA COMPLEJIDAD,VALDESIA,SAN CRISTOBAL,YAGUATE,SEMANA SANTA,1986,18.336831,-70.184422
46,VILLA ALTAGRACIA,C ROBERTICO JIMENEZ  ANT ISABEL LA CATOLICA BARRIO PRIMAVERAL ZONA URBANA VILLA ALTAGRACIA SAN CRISTOBAL,HOSPITAL MEDIANA COMPLEJIDAD,VALDESIA,SAN CRISTOBAL,VILLA ALTAGRACIA,VILLA CENTRO,1986,18.669254,-70.169893
58,PABLO MORROBEL JIMENEZ,CALLE MELLA 3 LUPERON AL LADO DEL CEMENTERIO,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO NORTE,PUERTO PLATA,LUPERON,LUPERON 2,1986,19.8845,-70.926
224,CARBONERA,CARBONERA CENTRO DEL BARRIO,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,MONTE CRISTI,PEPILLO SALCEDO,CARBONERA,1986,19.6476,-71.6895
269,MARTIN GARCIA,MARTIN GARCIA,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,MONTE CRISTI,GUAYUBIN,MARTIN GARCIA,1986,19.59,-71.4
279,MAIZAL,BARRIO NUEVO  C EPIFATIO ORTIZ N 34,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,VALVERDE,ESPERANZA,MAIZAL 1,1986,19.638,-71.0306
325,LA VIGIA,LA VIGIA FRENTE A LA ESCUELA PRIMARIA LA VIGIA,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,DAJABON,DAJABON,LA VIGIA,1986,19.5877,-71.7197
336,VILLA SINDA,VILLA SINDA CASI CARRETERA PRINCIPAL,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,MONTE CRISTI,VILLA VASQUEZ,VILLA SINDA,1986,19.723,-71.4013
351,LICEY,CARRETERA BARRABCA LA VEGA ENTRADA LICEY,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,LICEY 1,1986,19.27338,-70.49398
354,PASO BAJITO,PASO BAJITO,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,JARABACOA,PASO BAJITO,1986,19.05006,-70.60138
384,BUENA VISTA,CAMPO DE AVIACION LLEGANDO AL PLAY AL LADO DE LA ESCUELA,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,JARABACOA,BUENA VISTA,1986,19.15469,-70.60184
409,RANCHITO,CALLE CONCEPCION LUCIANO NRO 484 FRENTE AL PLAY,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,RANCHITO 1,1986,19.1763,-70.38742
411,SABANA REY,CALLE PRINCIPAL DESPUES DEL CUARTEL,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,SABANA REY,1986,19.17444,-70.32941
502,LOS TOROS,JOSE FRANCISCO PENA GOMEZ N 42,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,TABARA ARRIBA,LOS TOROS 1,1986,18.55,-70.9
507,MAGUEYAL,CALLE SANCHEZ N14,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,LAS YAYAS DE VIAJAMA,MAGUEYAL,1986,18.5906,-70.99305
517,PALMAR DE OCOA,C JUANA JATHON ESQ EERIBERTO PETTER 7,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,LAS CHARCAS,PALMAR DE OCOA,1986,18.29323,-70.5845
702,ESTANCIA DEL YAQUE,AUTOP JOAQUIN BALAGUER FRENTE AL  CANAL ENTRADA DE EST DEL YAQUE,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,BISONO,ESTANCIA DEL YAQUE,1986,19.5471,-70.8337
716,OJO DE AGUA,CARRETERA OJO DE AGUA PROXIMO AL COMPLEJO DEPORTIVO,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,SALCEDO,OJO DE AGUA 1,1986,19.3929,-70.3846
749,EL RANCHO,CARRETERA SALCEDO MOCA KM 1,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,SALCEDO,EL RANCHO 1,1986,19.401619,-70.437651
786,LA ESCALERETA,CALLE IMBERT LUPERON UNA ESQUINA DESPUES DEL DESTACAMENTO DE LA PN A MANO DERECHA LA ESCALERETA IMBERT,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,IMBERT,ESCALERETA,1986,19.812392,-70.9173
806,GUALETE,CALLE PRINCIPAL QUE LA COMUNICA CON LA JAIBA FRENTE AL DESTACAMENTO DE LA P N,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,VILLA ISABELA,LUPERON 7,1986,19.791599,-71.110916
809,EL CASTILLO,FRENTE AL PARQUE CENTRAL DM LA ISABELA HISTORICA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,LUPERON,LUPERON 4,1986,19.884642,-71.073151
810,LOS SALADILLOS,CALLE PRINCIPAL LOS SALADILLOS,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BARAHONA,LAS SALINAS,LOS SALADILLOS,1986,18.252,-71.3326
820,LOS CACAOS,CARRETERA TENARES BLANCO ARRIBA PARAJE LOS CACAOS,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,TENARES,LOS CACAOS,1986,19.34062,-70.323448
838,MADRE VIEJA,JAGUA MOCHA FRENTE AL CAMPAMENTO DE VERANO,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,SOSUA,MADRE VIEJA,1986,19.6705,-70.5082
860,EL TORO,CARRETERA EL TORO GUMANCITO FRENTE A LA ESCULA PRIMARIA DEL TORO Y AL LADO DE LA CAPILLA CATOLICA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,PUERTO PLATA,GUZMANCITO,1986,19.857,-70.879
862,LLANOS DE PEREZ,CARRETERA PUERTO PLATA SANTIAGO FRENTE AL PUENTE PEATONAL Y AL LADO DE LA ESCUELA PRIMARIA DE LLANOS DE PEREZ,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,IMBERT,LLANOS DE PEREZ,1986,19.7212,-70.8329
925,MATANCITAS,CARRETERA NAGUA SAMANA,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,MARIA TRINIDAD SANCHEZ,NAGUA,MATANCITAS 1,1986,19.356,-69.8265
927,LOS YAYALES,AUT NAGUA SANCHEZ KM 2,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,MARIA TRINIDAD SANCHEZ,NAGUA,LOS YAYALES 1,1986,19.3007,-69.7843
934,PAYITA,AUT NAGUA CABRERA,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,MARIA TRINIDAD SANCHEZ,CABRERA,PAYITA 2,1986,19.50879,-69.94154
942,LA CAPILLA,C PRINCIPAL,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,MARIA TRINIDAD SANCHEZ,CABRERA,LA CAPILLA,1986,19.57603,-69.93896
944,ABREU,AUT CABRERA RIO SAN JUAN,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,MARIA TRINIDAD SANCHEZ,CABRERA,ABREU 1,1986,19.6710439,-69.9633379
948,BEJUCO ALAMBRE,C PRINCIPAL RANCHITO,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,MARIA TRINIDAD SANCHEZ,RIO SAN JUAN,BEJUCO ALAMBRE,1986,19.60243,-70.05264
1113,MEDINA,CARRETERA MEDINA DISTRITO MUNICIPAL MEDINA VILLA ALTAGRACIA,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,VILLA ALTAGRACIA,MEDINA 1,1986,18.52629,-70.131
1116,EL MAIZAL,CALLE PRINCIPAL SECCION EL MAIZAL 1 VILLA ALTAGRACIA,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,VILLA ALTAGRACIA,MAIZAL,1986,18.62481,-70.19882
1133,PINO HERRADO,KM 63 DE LA AUTOPISTA DUARTE VILLA ALTAGRACIA,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,VILLA ALTAGRACIA,PINO HERRADO,1986,18.77784,-70.14981
1144,DON JESUS BARIAS,DETRAS DEL PLAY DE ARROYO HONDO,CENTRO DE PRIMER NIVEL,VALDESIA,PERAVIA,BANI,ARROYO HONDO,1986,18.2432,-70.475
1247,LA GUAZUMA,CARRETERA MELLA HIGUEY JOBO DULCE LA GUAZUMA,CENTRO DE PRIMER NIVEL,YUMA,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,LA GUAZUMA,1986,18.494947,-68.788
1259,EL SALADO,CARRETERA HIGUEY MACAO KM 24,CENTRO DE PRIMER NIVEL,YUMA,LA ALTAGRACIA,HIGÜEY,EL SALADO,1986,18.694464,-68.59458
1262,CANADA HONDA,CARRETERA HIGUEY MICHES AL LADO DE LA ESCUELA CANADA HONDA,CENTRO DE PRIMER NIVEL,YUMA,LA ALTAGRACIA,HIGÜEY,CAÑADA HONDA,1986,18.808355,-68.66612
1268,LA OTRA BANDA,CARRETERA HIGUEY MACAO KM 5,CENTRO DE PRIMER NIVEL,YUMA,LA ALTAGRACIA,HIGÜEY,LA OTRA BANDA EL 5,1986,18.808361,-68.6661
1358,CENTRO DE PRIMER NIVEL DE ATENCION  LA AGUSTINITA,C 1ERA NO 66 LA AGUSTINA,CENTRO DE PRIMER NIVEL,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,Cristo Rey III,1986,18.495759,-69.933515
1413,ONG TU MUJER,PEDRO BENOIT LOS MINA NORTE SECTOR VIETNAM,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,LAS DAMAS,1986,18.5173,-69.8632
1472,CPNA EL CABRETO I,C LOS PINOS LA REFORMA EL CABRETO,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SAN ANTONIO DE GUERRA,CABRETO ,1986,18.5774123,-69.7482615
1484,CENTRO DE PRIMER NIVEL MANGANAGUA,CALLE FRANCISCO PRATS RAMIREZ NO 558,CENTRO DE PRIMER NIVEL,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,Manganagua 3,1986,18.4547522,-69.9662719
1512,CPNA MONTE ADENTRO,C ROSA DUARTE 1 SECTOR MONTE ADENTRO LA CALETA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,BOCA CHICA,MONTE ADENTRO 1,1986,18.4517,-69.6754
1528,CPNA VIETNAM,CALLE FRAY BARTOLOME DE LAS CASAS 2 LOS MINAS,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,BULEVAR,1986,18.517822,-69.858606
1550,CPNA PERALVILLO,CARRETERA PERALVILLO  LA GUAZUMA,CENTRO DE PRIMER NIVEL,HIGUAMO,MONTE PLATA,PERALVILLO,DIONISIO,1986,18.818041,-70.032584
1759,ESCUELA REPUBLICA DE PANAMA,AV VENEZUELA ESQ PUERTO RICO ENSANCHE OZAMA FRENTE AL PARQUE JUAN PABLO DUARTE II,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,ENSANCHE OZAMA I,1986,18.4922027,-69.869241
1766,DISPENSARIO MEDICO NUESTRA SEÑORA DE LA ALTAGRACIA,CALLE MADRE PETRA URENA NOVA TERRA CANCINO,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,DON OSCAR,1986,18.5327732,-69.8464948
15,LA VICTORIA,C ALTAGRACIA  1 LA VICTORIA DISTRITO MUNICIPAL,HOSPITAL MEDIANA COMPLEJIDAD,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,EL PROGRESO  3,1987,18.587164,-69.840848
39,CAMBITA PUEBLO,C EL SOL DESPUES NO 2 AL LADO DEL PARQUE CENTRAL,HOSPITAL MEDIANA COMPLEJIDAD,VALDESIA,SAN CRISTOBAL,CAMBITA GARABITOS,EL PUEBLECITO 1,1987,18.457217,-70.176042
124,GUAYABAL,CALLE SANCHEZ 20,HOSPITAL MEDIANA COMPLEJIDAD,EL VALLE,AZUA,GUAYABAL,GUAYABAL 1,1987,18.750798,-70.837028
376,EL RIO,CARRETERA JOSE DURAN EN EL CRUCE JARABACOA CONSTANZA,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,CONSTANZA,EL RIO,1987,18.9816,-70.6254
378,TIREO,ENTRADA EL CAFE TIREO AL MEDIO,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,CONSTANZA,TIREO,1987,18.93606,-70.6889
495,LAS BARIAS,CALLE JOSE VICTOR RAMIREZ SN,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,AZUA,LAS BARIAS 1,1987,18.41675,-70.79067
496,ANSONIA,CALLE PRINCIPAL,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,AZUA,ANSONIA,1987,18.42731,-70.7847
652,CJC DE CIENFUEGOS,C 5 CASA  98  CIEN FUEGOS,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO,SEMILLERO 1,1987,19.483,-70.7466
734,CACHON,CARRETERA CABRAL,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BARAHONA,BARAHONA,EL CACHON,1987,18.2481,-71.1917
1327,BUEN PASTOR,C PUERTO RICO NO 12,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LAS FLORES,1987,18.445033,-69.30126
1368,DISPENSARIO MEDICO SAN PEDRO APOSTOL,CALLE PIMENTEL 106 VILLA CONSUELO,CENTRO DE PRIMER NIVEL,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,VILLA CONSUELO 5,1987,18.484,-69.8959
1390,ESPIRITU SANTO,AVE ISABEL AGUIAR 72 HERRERA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,EL TREBOL,1987,18.46,-69.97
1424,PARROQUIA NUESTRA SEÑORA DE AMERICA LATINA,PASEO SANCHEZ 2 BARRIO LIBERTAD IGLESIA AMERICA LATINA,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,BARRIO NUEVO 1,1987,18.5419443,-69.861434
1458,CPNA LOS FRAILES I,C PRIMERA ESQ 2DA NUMERO 02 BARRIO LOS FRAILES I KM 10  AUTOPISTA LAS AMERICAS,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,BRISAS DEL MAR ,1987,18.4678311,-69.8200943
1465,CPNA MENDOZA,AVE  PRIVADA  FRENTE A CARIBE TOURS,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,INVIVIENDA 8,1987,18.4992,-69.8342
1518,CPNA LOS MAMEYES,EDIF 1 Y 1 COMERCIAL C1 ESQ 26 DE ENERO DETRAS DE LA ESCUELA CELINE PILLER,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,PARQUE DEL ESTE 2-2,1987,18.473776,-69.8554
1559,EL MILLONCITO AMERICA LATINA II,CALLE PRIMERA CASI ESQUINA CALLE D EL MILLONCITO SABANA PERDIDA,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,BARRIO NUEVO 1,1987,18.5519888,-69.8596358
2052,BELLA VISTA,CALLE PRIMERA 17 REPARTO PERALTA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO,REPARTO PERALTA 1,1987,19.4407,-70.7108
2086,DR FEDERICO LEOPOLDO LAVANDIER,AV MANUEL AURELIO TAVARES JUSTO CARRETERE A NAGUA KM 1 5 5,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,GUIZA,1987,19.2807,-70.2422
2459,CENTRO DE SALUD LA SAGRADA FAMILIA,CALLE 6 DE AGOSTO MANZANA 3 CASA  NUMERO 15,CONSULTORIO,EL VALLE,AZUA,SABANA YEGUA,SABANA YEGUA 1,1987,18.45871,-70.83226
203,VALLECITO,VALLECITO CAMINO PRINCIPAL PROXIMO A LA ESCUELA DE VALLECITO,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,SANTIAGO RODRIGUEZ,SAN IGNACIO DE SABANETA,VALLECITO,1988,19.3462,-71.3556
213,EL JOBO,EL JOBO CALLE PRINCIPAL AL LADO DE LA ESCUELA EL JOBO PALMAREJO SABANETA SANTIAGO RODRIGUEZ,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,SANTIAGO RODRIGUEZ,SAN IGNACIO DE SABANETA,EL JOBO,1988,19.3902,-71.2893
318,LA GORRA,LA GORRA FRENTE AL DISPENSADOR DE LA CODAL,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,DAJABON,PARTIDO,LA GORRA,1988,19.5254,-71.5028
319,CHACUEY,CHACUEY FRENTE A LA ESCUELA BASICA DE CHACUEY,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,DAJABON,DAJABON,CHACUEY,1988,19.5399,-71.5399
636,LOS PUENTES,CARRETERA SANCHEZ LAS TERRENAS KM 10,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,SAMANA,LAS TERRENAS,LOS PUENTES 1,1988,19.2715,-69.54961
847,PORVENIR,PROLONGACION INDEPENDENCIA LAS MELLIZAS,CENTRO DE ZONA,HIGUAMO,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,INGENIO PORVENIR,1988,18.464604,-69.2938833
858,PALMAR ARRIBA,C JUAN DOMINGUEZ  7 CERCA DEL CUARTEL DE PALMAR ARRIBA  VILLA GONZALEZ,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,VILLA GONZALEZ,PALMAR ARRIBA URBANO,1988,19.5394,-70.7412
1094,SEMANA SANTA,CALLE PRINCIPAL AL LADO DE LA ESCUELA SECCION SEMANA SANTA,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,YAGUATE,SEMANA SANTA,1988,18.34049,-70.23602
1430,DISPENSARIO MEDICO EL AVE MARIA,CALLE AGUSTIN C LOPEZ 16 ENTRADA DE LOS CERROS SECTOR 2 DE ENERO SABANA PERDIDA,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,INVI 1,1988,18.526998,-69.8703002
1476,LA CUABA,CALLE MAXIMILIANO NO 2 LA CUABA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,PEDRO BRAND,LA CUABA-LA MALENITA,1988,18.4818554,-70.0348129
1507,CENTRO MEDICO CRISTIANO LA TRINIDAD,CALLE MARIA GARCIA ALMARADO NO 33 COLEGIO EVANGELICO LA TRINIDAD,CONSULTORIO,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,LA Esperilla 3 ,1988,18.4636382,-69.9488075
1769,DISPENSARIO MEDICO SANTA MONICA,CARRETERA MELLA 41 SANTO DGO ESTE,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,DON OSCAR,1988,18.5166,-69.8398
1770,DISPENSARIO MUJERES EN ACCION MADRE CANDIDA,CALLE PRIMERA NUMERO 2 LA ISLA LOS MINA SUR,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,MERCEDES 2,1988,18.4994253,-69.8719839
1786,ESCUELA CARDENAL SANCHA,AV MAXIMO  GOMEZ 145,CONSULTORIO,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,ZURZA 5,1988,18.5,-69.92
2344,FUNDACION COSALUP,CALLE SANTA MARIA 12 CATANGA LOS MINA,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,KATANGA I,1988,18.5144022,-69.868461
28,LOTES Y SERVICIOS,CALLE 12 NO 35 SECTOR LOTES Y SERVICIOS,CENTRO DIAGNOSTICO,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,BRISAS DEL ESTE,1989,18.5456,-69.862
36,ENGOMBE,CALLE FRANCISCO CAAMANO DENO ENTRANDO POR EL BARRIO IVAN GUZMAN,HOSPITAL MEDIANA COMPLEJIDAD,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,6  DE NOVIEMBRE ,1989,18.460937,-69.995418
38,BARSEQUILLO,C PUERTO RICO CASI ESQUINA CARRETERA SANCHEZ BARSEQUILLO HAINA,HOSPITAL MEDIANA COMPLEJIDAD,VALDESIA,SAN CRISTOBAL,BAJOS DE HAINA,BARCEQUILLO 1,1989,18.426898,-70.033011
64,LICEY AL MEDIO,C PADRE FORTIN 1 ESQ C ISIDORO ALBA LICEY AL MEDIO,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO NORTE,SANTIAGO,LICEY AL MEDIO,LICEY ZONA URBANA 3,1989,19.4267,-70.6046
178,SANTO NINO DE PRAGA,CALLE DUARTE NO 37,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,VALVERDE,MAO,SANTO NIÑO DE PRAGA,1989,19.5568306,-71.0726512
343,CAPOTILLO,CALLE HORACIO VASQUEZ ESQ GASPAR POLANCO 142 DETRAS DEL PLAY DE BASEBALL,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,DAJABON,LOMA DE CABRERA,CAPOTILLO,1989,19.4078,-71.6665
